wiki_db,week,anonymous_N_reverted,anonymous_geom_mean_ttr,newcomer_N_reverted,newcomer_geom_mean_ttr,established_N_reverted,established_geom_mean_ttr,anonymous_N_edits,newcomer_N_edits,established_N_edits
plwiki,2017-10-16T00:00:00.000Z,1503,1.0542932089913695,67,1.8464574142143613,435,5.025152224078707,4399,370,28282
ptwiki,2018-11-12T00:00:00.000Z,3431,1.5841117164128449,293,1.6706026574758277,681,3.8513702310037434,11601,1024,22579
ruwiki,2013-09-23T00:00:00.000Z,5909,2.7738726471550605,299,3.2255830942406845,1353,4.9641435801006,24391,1568,67142
ruwiki,2015-05-18T00:00:00.000Z,5821,1.715653558665521,418,1.8959092707596181,1837,5.557238486416352,24325,1735,70010
srwiki,2011-02-14T00:00:00.000Z,306,0.6046408356488857,13,0.9597955559731935,172,3.630068763217866,1037,101,7321
test2wiki,2010-11-15T00:00:00.000Z,8,2.702479115601567,0,"",0,"",17,1,1
testwiki,2010-09-20T00:00:00.000Z,0,"",0,"",2,10.693987280365764,8,0,12
testwiki,2013-11-04T00:00:00.000Z,1,2.077564781666976,0,"",0,"",27,0,52
zhwiki,2010-07-05T00:00:00.000Z,668,4.204879573832974,64,3.176762828498316,860,6.482434116402085,6477,574,26448
zhwiki,2015-02-02T00:00:00.000Z,1418,4.21729801953251,327,3.760192862843867,1394,6.154816047605466,15055,1863,38243
bswiki,2013-05-06T00:00:00.000Z,53,-0.3529165580184028,1,-1.6873994539038122,46,1.3142890404234098,130,16,16261
bswiki,2016-02-08T00:00:00.000Z,52,-0.7433601475596538,3,-0.7415832743320802,2,0.6638971856492979,103,8,1564
cawiki,2011-04-25T00:00:00.000Z,573,-0.8932703334131902,40,-1.6952212128989317,249,6.256811873555055,1933,196,12090
cawiki,2018-12-03T00:00:00.000Z,491,-0.20325572319770666,60,0.5118251629954211,54,2.745890953027455,1029,144,12574
etwiki,2009-12-07T00:00:00.000Z,55,0.5502155358185253,12,-0.5846176493836998,96,7.882508554331642,549,47,2219
etwiki,2016-12-05T00:00:00.000Z,111,-0.1323899087659485,2,2.8461188446679166,24,4.919022804269441,851,24,2744
euwiki,2010-10-25T00:00:00.000Z,14,1.0905254135426172,0,"",70,7.064560680801781,177,23,2040
euwiki,2019-09-02T00:00:00.000Z,7,0.5576019622868206,1,-4.135166556742356,10,5.485385416249794,134,15,1961
fawiki,2007-03-26T00:00:00.000Z,263,2.7292496951693423,15,2.5054188121503773,122,6.702524319951402,845,168,2298
fawiki,2017-04-24T00:00:00.000Z,1127,1.6027605427756475,295,1.8533300896338063,887,3.8390503046183238,2561,952,12823
fiwiki,2007-12-17T00:00:00.000Z,1112,-0.3777254161748865,49,0.9485592661423738,282,6.1755109015800524,4871,357,14231
frwiki,2013-09-23T00:00:00.000Z,5011,-0.016406948434336172,527,-0.09905181583836742,1986,6.083835776741021,22427,2382,89489
hewiki,2015-10-19T00:00:00.000Z,1267,0.5521782468167759,119,0.7425226803345556,713,7.681080429099604,2922,407,13371
hewiki,2019-02-11T00:00:00.000Z,1784,-0.7610314461410989,169,-0.34189135701919837,1060,5.19336165061027,4021,423,25110
huwiki,2013-08-12T00:00:00.000Z,177,2.815430051353813,47,2.620558627292882,117,3.867092872623985,1126,234,11380
huwiki,2015-09-28T00:00:00.000Z,245,1.2508761665444668,40,1.0687673956178325,103,4.451664475512432,1059,155,11286
huwiki,2017-12-18T00:00:00.000Z,279,0.7454168592595158,25,0.5826100165397734,113,2.986761950836796,990,152,11336
mediawikiwiki,2013-12-16T00:00:00.000Z,27,2.051862267165978,2,2.3234148508447747,14,4.632517132272433,108,70,1067
mediawikiwiki,2015-01-05T00:00:00.000Z,15,0.9603010381062543,15,3.3608401387692535,38,3.2389319569367987,103,69,703
nlwiki,2011-10-03T00:00:00.000Z,2616,-0.7683291334124198,164,0.48862077677944654,4259,9.980127032288568,7009,791,30970
nlwiki,2018-11-12T00:00:00.000Z,2544,-0.4229362374831482,140,0.6302903652450661,464,6.341029757508236,6143,530,18560
plwiki,2007-06-11T00:00:00.000Z,3163,0.0820299402921764,168,1.4725660434164094,1123,5.152911620458013,13548,988,44901
plwiki,2014-07-07T00:00:00.000Z,962,2.487009808007106,98,2.1264469110664446,459,6.420481882332371,4756,453,25899
rowiki,2007-03-19T00:00:00.000Z,335,2.6683628373059847,10,1.2757589309725013,184,6.650651709797347,1258,182,4873
rowiki,2007-12-24T00:00:00.000Z,362,0.16700373648188957,22,2.092539729081561,99,5.88231447069806,1192,232,5112
rowiki,2018-08-20T00:00:00.000Z,156,1.1447742413622508,32,1.4699634704813895,113,3.048091773566086,884,114,4728
simplewiki,2009-08-31T00:00:00.000Z,313,-1.6545653290897224,6,1.8018378127859578,185,7.063398980732406,828,96,2009
sqwiki,2015-12-28T00:00:00.000Z,24,2.697618883940368,0,"",4,6.909386020960234,119,22,443
srwiki,2008-12-08T00:00:00.000Z,191,0.6852704935445803,12,0.2762658774784142,112,6.350598876476087,654,110,4127
srwiki,2015-12-14T00:00:00.000Z,349,2.1436399410498925,53,3.5880490445560618,309,4.550173642100641,1326,408,7381
srwiki,2016-12-19T00:00:00.000Z,268,1.744350454114362,24,1.5287083918006337,250,6.692466060564963,1478,94,5659
svwiki,2007-11-19T00:00:00.000Z,1609,-0.01834955877846318,120,-0.7721624613670228,470,6.847707200554386,7077,673,17397
svwiki,2018-10-15T00:00:00.000Z,870,-1.2244311356352158,140,-0.8798860190091216,103,2.3624646302934784,3342,428,15025
test2wiki,2009-08-31T00:00:00.000Z,9,-1.26749869298546,0,"",0,"",29,1,0
test2wiki,2012-03-12T00:00:00.000Z,8,5.220626600155127,0,"",0,"",14,3,0
testwiki,2007-03-12T00:00:00.000Z,2,5.033516967194457,0,"",0,"",43,9,17
trwiki,2009-10-12T00:00:00.000Z,5227,3.1119731883000243,135,2.6185428351995013,958,6.179487111494219,13352,424,10175
trwiki,2011-01-24T00:00:00.000Z,1711,3.2905508320568684,73,3.7934171708307884,556,6.532802703212313,5785,398,7038
trwiki,2018-09-17T00:00:00.000Z,259,1.7350553933949853,25,1.350474351668802,73,3.1934384660307544,726,124,9094
arwiki,2007-10-29T00:00:00.000Z,452,4.445841632227698,46,4.73896560374791,401,7.234314786693766,2239,292,4934
cawiki,2016-10-10T00:00:00.000Z,536,0.6698318092586489,31,1.2667666745907613,66,4.259715437006136,1361,239,14745
euwiki,2018-09-24T00:00:00.000Z,95,0.04630120671612152,5,-1.561325996731445,7,3.4885591902060296,213,26,3293
fawiki,2016-12-19T00:00:00.000Z,1539,-0.015820722497596855,295,1.188565374800389,737,3.4865610401058302,2492,829,12093
frwiki,2018-12-31T00:00:00.000Z,4822,-0.14636063807908994,585,-0.2331990131245795,1654,3.208985041096262,21712,2592,113900
hewiki,2016-12-12T00:00:00.000Z,1442,0.6373014899048083,148,0.062174782652179454,724,7.1381243821205205,3497,331,18316
nlwiki,2010-03-08T00:00:00.000Z,3612,-1.235365838544228,188,0.14564522088685583,924,6.291048049669369,9414,872,31069
nlwiki,2015-03-16T00:00:00.000Z,3022,-0.28871453622946214,252,1.233915336011543,1155,7.458140762862043,7120,787,26534
plwiki,2019-02-11T00:00:00.000Z,1425,1.198845856683745,78,1.385136507015559,515,3.9695384586975955,4657,408,29625
ptwiki,2009-06-08T00:00:00.000Z,5299,0.5712381606520625,291,1.3204351837366668,1373,5.606735522449257,17551,1211,30154
rowiki,2008-06-02T00:00:00.000Z,653,0.336896306745718,36,1.0126618931320157,175,6.3990926593639665,2161,236,6320
rowiki,2010-06-21T00:00:00.000Z,147,1.0913385309097847,70,2.5573834852703006,355,6.356288718321471,594,316,6301
rowiki,2015-08-17T00:00:00.000Z,130,2.2485401354793093,26,2.127682866618275,141,5.645631526984567,710,177,30070
ruwiki,2012-01-16T00:00:00.000Z,7105,2.0743797156555384,327,1.972794952118404,2180,4.549386277910546,35559,2078,84844
simplewiki,2011-07-25T00:00:00.000Z,98,0.13481778828146979,36,0.24444935583432473,124,7.095730247274072,451,106,2256
sqwiki,2009-12-14T00:00:00.000Z,46,1.355340257762832,1,4.399473548277602,40,6.824353589347507,352,30,630
sqwiki,2015-11-30T00:00:00.000Z,72,4.015890285939511,12,9.87510272351666,21,8.35430110824249,233,109,485
svwiki,2007-06-11T00:00:00.000Z,701,1.831228217457638,86,1.7597348153813817,561,7.717225703666268,5248,446,14234
testwiki,2011-02-14T00:00:00.000Z,2,-0.311177564284673,0,"",0,"",8,0,3
zhwiki,2013-04-15T00:00:00.000Z,1076,4.61400338047905,218,3.956312341819849,1119,6.314555331424952,11803,1363,34813
cswiki,2018-08-27T00:00:00.000Z,202,1.0531041987411467,16,0.31645563177115854,180,5.393004510328122,1750,183,12937
eswiki,2008-08-25T00:00:00.000Z,10356,-0.15509636752689981,946,0.23986641480357773,5148,6.428924916035769,28492,3280,67397
eswiki,2016-01-11T00:00:00.000Z,14424,0.5217384452588317,1244,1.2140819915778942,2392,4.539105606327551,46728,4473,73176
eswikibooks,2007-12-24T00:00:00.000Z,5,1.6299322491438972,0,"",0,"",34,2,95
eswikibooks,2012-09-24T00:00:00.000Z,34,0.5622366946022157,1,-0.507497833673316,1,3.266980039542347,61,11,74
eswikibooks,2018-10-15T00:00:00.000Z,45,-3.995887193778769,0,"",0,"",54,5,26
eswikiquote,2011-12-26T00:00:00.000Z,17,5.32304279003803,0,"",2,6.705024266173679,199,19,111
etwiki,2015-08-24T00:00:00.000Z,12,0.3997833475095616,1,6.2625026235314385,10,6.031587948495792,513,33,3554
fawiki,2008-07-28T00:00:00.000Z,295,2.48895737903317,32,1.3943621214305868,578,7.564125780246127,633,173,6589
fawiki,2011-03-21T00:00:00.000Z,274,2.0041338473610355,63,1.6351930101809402,556,5.285195983354347,764,318,8115
frwiki,2015-03-16T00:00:00.000Z,5175,-0.20030735937889257,708,-0.29351818634329635,2337,4.950061680111498,22672,2574,103186
kowiki,2013-01-28T00:00:00.000Z,950,4.256870428251421,42,3.272806442090309,598,6.426108185932392,7093,461,15571
mediawikiwiki,2008-03-17T00:00:00.000Z,11,-0.6955053871709285,0,"",1,10.554600650126648,73,13,98
mediawikiwiki,2015-06-08T00:00:00.000Z,33,-0.9106154210965343,6,3.8970156349441205,12,5.4169173073635015,107,76,751
nlwiki,2009-04-27T00:00:00.000Z,1735,0.35662412303878877,88,0.29052186110701195,951,5.682065848196613,6336,686,28941
nlwiki,2019-09-23T00:00:00.000Z,2249,-0.8726763532588298,97,0.854960585829079,246,1.989114427275152,6184,412,22117
srwiki,2013-02-11T00:00:00.000Z,476,0.42696113833626154,28,0.202946589477417,422,4.971829420965972,1204,151,6379
test2wiki,2007-11-19T00:00:00.000Z,9,4.043487766381403,0,"",0,"",23,1,0
wikidatawiki,2008-04-21T00:00:00.000Z,0,"",0,"",0,"",1,0,0
zhwiki,2012-04-16T00:00:00.000Z,1112,5.036488477331604,120,4.68513778398149,1734,7.464092081198317,11097,1227,33912
arwiki,2008-02-11T00:00:00.000Z,639,3.8225740762947917,39,5.0401086482486,478,7.060046773052177,2810,222,6390
cawiki,2011-07-25T00:00:00.000Z,114,1.5819722281532587,15,1.3836385348512188,238,7.064672907744127,763,131,13560
cswiki,2011-03-14T00:00:00.000Z,782,-0.5196973148894372,63,0.219862544757616,384,6.296968726545688,2972,335,10788
cswiki,2014-10-27T00:00:00.000Z,305,1.1542482994228127,56,2.319878611365631,249,5.999852263247905,1784,305,9656
enwiki,2015-08-17T00:00:00.000Z,51113,1.7119145468270727,6622,0.6357921050771159,28429,5.993009048558856,190163,21636,527009
eswikiquote,2011-08-01T00:00:00.000Z,29,1.6438931535780539,0,"",10,6.041737325885522,296,10,211
frwiki,2012-07-30T00:00:00.000Z,4122,2.287263703181931,314,1.3202110506934088,3129,6.472919055644766,27392,1942,104331
hewiki,2008-07-14T00:00:00.000Z,791,-0.7331126214223965,119,0.23783689540747624,557,4.3954389278316075,2607,321,17731
huwiki,2017-01-23T00:00:00.000Z,487,0.11617298224351766,62,1.0874775982438143,143,3.2438598717151668,1477,253,14907
kowiki,2017-06-19T00:00:00.000Z,1306,2.954121171990919,60,1.4148988003880096,528,4.81076217680192,9718,336,16304
kowiki,2019-01-21T00:00:00.000Z,1312,3.14738056885178,124,-0.19418807862409282,514,4.206640017228381,12298,457,15367
lvwiki,2018-10-29T00:00:00.000Z,216,-0.4338813129332629,4,0.7928318892362538,3,2.333718054197368,347,25,1806
nlwiki,2012-04-16T00:00:00.000Z,2592,-0.78610383957073,135,1.3477058564656852,1347,7.560489669036441,7665,649,28923
plwiki,2008-06-16T00:00:00.000Z,2004,0.903806773563446,98,1.7012404712732228,993,5.59196482028563,12811,904,35963
ptwiki,2018-07-16T00:00:00.000Z,3288,1.1687852518058672,320,1.241656483776755,1054,3.8702939635768407,11955,1251,27484
rowiki,2012-10-08T00:00:00.000Z,94,1.4071822137401562,38,-0.20879268346095695,380,7.516666657625227,541,244,4405
simplewiki,2008-03-03T00:00:00.000Z,718,-0.09512954021044912,67,-0.2958812823532207,165,7.230004993366047,1441,210,3298
sqwiki,2018-06-04T00:00:00.000Z,53,4.5790593381866564,14,2.2667131661262587,6,5.922646603592448,307,48,994
svwiki,2009-03-30T00:00:00.000Z,1640,-1.0040887725216676,240,-0.6951520867723608,444,6.042400837804587,5912,870,18309
testwiki,2014-05-05T00:00:00.000Z,2,1.486961152948771,0,"",0,"",13,3,16
trwiki,2009-09-14T00:00:00.000Z,3508,4.195376310650678,113,2.239521686427881,1202,6.540676271037528,11034,489,10521
trwiki,2017-01-30T00:00:00.000Z,1103,3.1181774213711835,318,3.050285355106281,862,4.057027681796344,2843,835,23279
wikidatawiki,2011-08-22T00:00:00.000Z,0,"",0,"",0,"",1,0,0
zhwiki,2010-09-20T00:00:00.000Z,968,5.076576810106135,77,2.538982254964134,1082,5.9114488149824105,7405,620,25145
zhwiki,2011-08-15T00:00:00.000Z,975,5.251665172328879,84,4.324521135891077,1163,6.202433629396258,11078,905,26285
arwiki,2007-10-15T00:00:00.000Z,572,4.309853582433312,36,5.3134946936845955,523,7.446027033702286,2392,285,4191
arwiki,2008-05-12T00:00:00.000Z,383,3.417144547405692,60,2.601171396388331,919,6.742880984916232,1566,304,4863
cswiki,2011-04-25T00:00:00.000Z,788,-0.06150960856851826,52,-0.30314386202737653,539,5.229002077348237,3508,406,11075
enwiki,2008-08-18T00:00:00.000Z,103478,2.5549717007321524,8254,2.27202785871095,68608,7.2219299030052335,300713,29112,581688
eswiki,2007-07-30T00:00:00.000Z,9762,2.688710331074974,611,4.020925454178242,4935,7.041020549265423,32586,2628,52062
eswikibooks,2013-09-09T00:00:00.000Z,47,0.927389823241946,1,1.4459773632810644,1,0.44916296337388373,98,5,200
eswikiquote,2007-08-20T00:00:00.000Z,12,5.632609858084149,0,"",0,"",183,14,221
eswikiquote,2015-05-04T00:00:00.000Z,13,1.2130472457623387,0,"",0,"",51,12,60
eswikiquote,2017-07-10T00:00:00.000Z,17,3.0691091567276154,1,3.705171022890822,0,"",38,9,123
eswikiquote,2018-02-12T00:00:00.000Z,27,1.9616679667363914,0,"",0,"",56,1,272
eswikiquote,2018-03-12T00:00:00.000Z,21,1.7560154396767753,0,"",1,10.315374198366746,48,4,138
euwiki,2009-12-21T00:00:00.000Z,16,-0.11746624952689302,1,-2.4534079827286295,16,7.38318761708918,187,31,3288
euwiki,2018-08-13T00:00:00.000Z,6,0.43244430146641144,1,-0.22690060019192196,4,2.709679004177277,107,19,3163
fiwiki,2018-02-12T00:00:00.000Z,446,-0.21942816262393833,59,1.0018500744738599,101,2.8982314797682207,1867,260,9189
frwiki,2012-03-05T00:00:00.000Z,6811,0.4132083683135308,568,-0.16205131228850628,3489,6.407504189266743,30638,2759,98437
hewiki,2016-06-27T00:00:00.000Z,1150,2.341438109983306,84,3.8682314224808017,1193,7.5901534566108735,3457,325,18204
itwiki,2018-01-01T00:00:00.000Z,6221,1.753765172292213,308,0.6720273936904708,2007,5.773412327141174,28012,1236,54107
itwiki,2018-06-25T00:00:00.000Z,5236,2.386481530719445,333,1.2427632290119606,2222,6.482948511266586,24503,1048,43942
lvwiki,2008-04-21T00:00:00.000Z,96,1.3018297061710136,0,"",24,7.064504351524601,241,26,1914
nlwiki,2015-08-31T00:00:00.000Z,1894,0.2534189708762253,106,1.9803496419742719,871,7.4448120588135245,6000,488,26582
nlwiki,2016-09-12T00:00:00.000Z,1873,0.16376628566445978,151,0.9523269520782939,841,7.652022056607679,5183,463,23854
ptwiki,2009-01-26T00:00:00.000Z,4224,0.7213887998976283,267,1.0157726051225622,2031,6.428125115730005,15760,1312,29618
rowiki,2016-05-09T00:00:00.000Z,406,0.6818941081487988,45,0.15702603959040926,90,3.4962216705141405,1314,146,5622
ruwiki,2012-12-17T00:00:00.000Z,6972,2.0046831250394868,197,1.736779651758966,2229,5.186667301203751,30898,1572,79698
ruwiki,2014-12-01T00:00:00.000Z,5451,1.8570207228598992,474,2.056921140805183,1431,5.501997082715862,23605,2125,60395
simplewiki,2015-01-05T00:00:00.000Z,518,-0.18861320446648955,31,1.8923955786277034,36,7.928679059954778,1176,87,4371
sqwiki,2017-05-01T00:00:00.000Z,56,5.497048508266067,13,4.492801323639994,5,9.07362815488703,220,55,452
srwiki,2016-07-25T00:00:00.000Z,104,1.2887676539911426,5,1.405086629020348,44,6.241903138882218,765,109,3839
srwiki,2018-12-03T00:00:00.000Z,673,1.4847332130034914,25,3.9089280035115617,139,3.7444947717974717,2028,181,6861
test2wiki,2010-04-05T00:00:00.000Z,18,-0.5781767777264483,0,"",1,9.821000271827211,50,0,4
testwiki,2007-12-31T00:00:00.000Z,0,"",2,3.909660035386308,2,10.510655270048332,18,13,131
testwiki,2019-09-16T00:00:00.000Z,2,5.089289341163682,0,"",1,-5.809142990314028,13,0,44
trwiki,2011-09-12T00:00:00.000Z,1032,3.014975433132001,100,3.4509350755173416,607,6.225893670156444,3954,354,8829
trwiki,2018-01-15T00:00:00.000Z,161,3.0677979807053717,39,4.503335112590112,74,4.607107532435302,797,137,13817
wikidatawiki,2007-04-30T00:00:00.000Z,0,"",0,"",0,"",0,0,0
arwiki,2012-04-30T00:00:00.000Z,705,4.1781239985293785,129,5.309480084279076,1050,7.358883852289776,2356,774,8820
cswiki,2013-06-17T00:00:00.000Z,624,1.3367558097589887,42,1.4167938477972946,183,4.787184633721427,2587,353,10752
frwiki,2008-05-05T00:00:00.000Z,7073,0.44479205982103714,466,2.582807465410077,4181,8.076349535376544,31565,3078,89179
kowiki,2009-09-28T00:00:00.000Z,449,2.9511130866725734,69,2.543235821249462,433,6.051862076493792,4838,656,10189
mediawikiwiki,2013-10-21T00:00:00.000Z,20,1.8630779169106109,9,0.4798575922962379,7,5.560127436842483,96,54,988
simplewiki,2013-11-18T00:00:00.000Z,683,-1.0842565100166528,48,0.2673380834336185,71,5.791717609748521,1432,130,4888
sqwiki,2011-08-22T00:00:00.000Z,18,7.249994192920541,8,-2.07610927496523,51,8.777764602077996,166,22,247
zhwiki,2007-03-12T00:00:00.000Z,532,3.566003754727036,149,3.376880337215703,791,6.188759339603483,4243,820,21128
arwiki,2014-03-03T00:00:00.000Z,1782,3.806586902187716,173,4.842371946399949,752,6.755173855384766,3765,566,12310
cawiki,2019-09-16T00:00:00.000Z,448,0.09548079640968146,33,0.5119588854087259,36,1.8227978315064535,1058,123,10617
cswiki,2012-05-07T00:00:00.000Z,697,0.01360934924108745,66,0.013303632556162716,363,6.56169100197341,3317,347,10335
eswikibooks,2017-08-28T00:00:00.000Z,41,3.1905960699616656,0,"",0,"",78,8,139
eswikiquote,2019-04-08T00:00:00.000Z,21,2.7615831434894655,1,4.432291900821432,3,2.0148809527382188,42,6,604
euwiki,2017-03-06T00:00:00.000Z,74,-0.7791433066746445,1,0.28893129185221283,13,6.492962441718859,273,312,3787
fawiki,2011-08-01T00:00:00.000Z,302,2.947693055517283,78,3.0310288500464324,637,5.562131171658999,979,354,8601
fiwiki,2011-02-14T00:00:00.000Z,806,-0.8395283542868479,37,-0.2939646749523175,285,5.314825373279346,3661,292,10011
frwiki,2016-06-20T00:00:00.000Z,4224,0.4791459456001696,333,0.17097126171011878,2080,5.285943588762398,21802,1847,101782
huwiki,2008-03-03T00:00:00.000Z,394,0.03978109298846963,40,1.7251472627096611,154,4.546042177881398,2510,443,13190
kowiki,2012-12-10T00:00:00.000Z,478,4.334992885227285,55,4.5475319376240755,455,6.641921369953711,4892,346,10360
kowiki,2013-04-15T00:00:00.000Z,1014,3.5988797537726143,67,2.287627621764451,485,5.896801433596047,7029,496,16084
nlwiki,2012-01-30T00:00:00.000Z,2988,-0.5207006632051431,201,1.6430777214244492,15954,10.178172340717165,8056,867,33247
plwiki,2019-04-22T00:00:00.000Z,1381,1.923282525882529,102,0.3584103650977802,461,4.375669908807349,5081,506,30437
ptwiki,2011-03-14T00:00:00.000Z,6724,0.1489751975296928,268,0.7079876689579636,2112,6.905294142615137,19417,1148,28743
ptwiki,2016-10-17T00:00:00.000Z,5070,0.9716121217010892,336,1.1261872592258941,869,4.266608883685368,15325,1191,24809
rowiki,2017-09-25T00:00:00.000Z,212,1.141527121959323,20,1.4393096790454625,60,7.312757096578386,854,107,3373
ruwiki,2014-07-14T00:00:00.000Z,4310,3.0870347975824046,428,2.9497728779893717,1667,5.129956373892754,22023,1921,63706
simplewiki,2011-05-23T00:00:00.000Z,506,-0.3868873858987598,38,0.7809336539733911,328,8.620260954132457,1089,146,1991
svwiki,2014-06-02T00:00:00.000Z,506,-0.04524184190145189,115,-0.10416125414610686,181,4.932475570691434,2771,401,14671
trwiki,2007-07-30T00:00:00.000Z,1573,3.3058702931967785,130,3.8324575410479342,824,6.6767315570563,5418,496,9318
trwiki,2011-01-03T00:00:00.000Z,2157,3.0916306126468367,145,3.1894346622385705,691,6.003746153342141,6334,472,7465
wikidatawiki,2008-02-11T00:00:00.000Z,0,"",0,"",0,"",0,0,2
wikidatawiki,2016-08-22T00:00:00.000Z,754,2.1628879420121905,57,2.469083620602678,11039,9.084467585972982,10829,1385,1141992
zhwiki,2008-03-17T00:00:00.000Z,1187,5.498008414377182,145,2.903262347539359,1586,6.7575692168806585,6873,1006,23737
arwiki,2012-01-16T00:00:00.000Z,617,3.9300065814925618,100,3.724189256604275,562,5.454342366536934,2013,848,8141
cawiki,2010-04-12T00:00:00.000Z,395,-2.263551301127911,27,-2.203144367309229,171,7.09072342914891,1374,294,11437
cswiki,2012-03-26T00:00:00.000Z,925,-0.058996283253895936,44,-0.6964705123589022,406,6.288310277190595,3647,390,9276
eswikiquote,2009-03-16T00:00:00.000Z,18,3.070822632034689,2,3.47469020632989,21,-0.31730852148691124,192,24,327
etwiki,2018-12-31T00:00:00.000Z,41,0.2701189184889365,12,0.49890344102748024,26,4.5498131806732935,733,167,4385
euwiki,2008-11-24T00:00:00.000Z,63,0.5965203134345181,0,"",30,9.66532771551252,311,23,2041
euwiki,2014-09-08T00:00:00.000Z,19,1.068490844594175,2,0.1391036642446186,0,"",85,11,1512
frwiki,2011-06-20T00:00:00.000Z,5020,1.048407555406633,462,1.090075445801279,3443,6.789048542253454,26955,2339,105250
hewiki,2013-01-14T00:00:00.000Z,873,0.631301885137735,69,1.1862814547829126,911,7.494277933446433,2188,266,11831
huwiki,2017-11-06T00:00:00.000Z,475,0.43483335582569577,38,1.7170112196433351,165,3.2984965384195895,1271,220,11141
lvwiki,2017-05-22T00:00:00.000Z,100,-0.3001741986938944,15,-1.3854338228328527,12,3.038676731910934,323,35,1220
rowiki,2013-04-15T00:00:00.000Z,140,2.482768422041671,29,0.4548946549615861,135,4.515817805985485,630,259,4202
rowiki,2017-07-24T00:00:00.000Z,128,1.6611320512990124,13,0.6230955684057542,112,5.438942296614215,575,95,14853
testwiki,2015-03-30T00:00:00.000Z,0,"",0,"",0,"",17,4,99
wikidatawiki,2011-10-10T00:00:00.000Z,0,"",0,"",0,"",0,0,0
wikidatawiki,2012-10-15T00:00:00.000Z,0,"",0,"",0,"",0,0,0
wikidatawiki,2015-12-28T00:00:00.000Z,838,2.0205402781559427,156,2.1712996972838967,17293,5.758900804625082,7171,1111,1160347
zhwiki,2014-11-24T00:00:00.000Z,1028,4.429661708830907,223,3.1133819350901053,1577,7.295983964475351,12252,1600,32570
cawiki,2009-05-11T00:00:00.000Z,300,-0.25020262617074945,9,1.0224860251439682,215,7.92682396954659,1430,169,9461
cawiki,2013-09-09T00:00:00.000Z,151,1.8131919781184664,5,1.090570422456586,54,4.9072781200658415,668,95,8867
cswiki,2011-08-01T00:00:00.000Z,261,2.0305183396185327,33,-0.47472207630350816,289,6.131693692105506,2393,311,10236
eswiki,2007-10-15T00:00:00.000Z,17753,1.415151445564035,746,3.5522389959536502,5521,7.315694223822508,46206,3240,64222
etwiki,2010-06-28T00:00:00.000Z,23,1.1169208044704182,8,1.9189578381008763,104,9.179443867915124,291,63,2027
euwiki,2009-02-02T00:00:00.000Z,59,1.0465515419073408,4,4.317251596905204,19,8.197040397371415,412,31,1277
euwiki,2018-12-31T00:00:00.000Z,26,1.1264121521899921,1,-2.353878387381596,8,2.3919062515427485,109,51,5937
hewiki,2014-11-17T00:00:00.000Z,825,1.7140153959643931,213,0.8244990218946067,884,7.765435320497063,2457,483,13610
itwiki,2007-08-27T00:00:00.000Z,2312,1.6512045632777341,127,2.468201241475201,1202,5.79930625688842,23164,1211,49471
itwiki,2009-09-14T00:00:00.000Z,4055,1.2198158408419328,206,0.6075379781362489,1874,6.6962979287142295,26590,1139,60432
itwiki,2013-07-29T00:00:00.000Z,3835,3.2440165482891405,235,2.5701944532795196,2779,8.210047888222835,22229,1037,50394
mediawikiwiki,2013-05-27T00:00:00.000Z,13,1.7106723238480461,1,4.42409185606725,7,9.906156848468628,80,33,734
ptwiki,2013-06-10T00:00:00.000Z,10199,-0.43276858110251337,364,0.9003796463231533,1355,5.027617956363432,24417,1368,26177
ptwiki,2015-05-04T00:00:00.000Z,6616,0.6654311121057375,444,1.1883555138563033,1131,4.38798860905074,16694,1437,29151
rowiki,2009-10-19T00:00:00.000Z,192,0.9142566855174398,32,-0.12892466846649667,244,5.892564161048277,949,285,4981
simplewiki,2012-09-10T00:00:00.000Z,434,-0.5254716991523481,23,-0.36572681760870945,222,5.978213235453188,1122,103,3063
simplewiki,2013-12-02T00:00:00.000Z,671,-1.6970472594745436,26,-0.18148242000920892,112,7.101506645764048,1254,203,3621
simplewiki,2015-05-11T00:00:00.000Z,708,-0.13371260923435832,53,0.1939982053678589,51,2.7241566005393802,1484,178,2703
sqwiki,2011-07-04T00:00:00.000Z,16,5.737420360634034,4,5.757586514188291,97,8.32085028518634,223,15,586
sqwiki,2013-04-08T00:00:00.000Z,27,3.4756244883674903,1,12.071913513061073,15,8.00930110824066,197,41,915
srwiki,2015-01-12T00:00:00.000Z,253,1.0679142507050945,38,0.8968496799404937,106,4.283997426399444,1037,147,6045
svwiki,2011-11-21T00:00:00.000Z,1146,-1.0637230939287408,166,-1.5796559173700901,414,5.867261777572848,4350,623,15455
bswiki,2019-05-20T00:00:00.000Z,67,0.9617418696726492,4,3.3052860204669727,4,3.8575640811133454,111,32,480
cswiki,2014-07-21T00:00:00.000Z,261,3.6270671259437886,26,3.217251555875649,181,7.94505921757019,1932,220,9053
enwiki,2014-07-14T00:00:00.000Z,33151,2.5432056219794905,9444,0.6771309903383703,30743,6.195991167659531,144185,27384,431317
eswiki,2012-12-24T00:00:00.000Z,7831,1.4113164333995554,544,1.1620452013317222,2473,5.14183271926455,32935,2330,58512
eswiki,2015-12-28T00:00:00.000Z,8310,1.6758999280955553,712,2.0884524513704923,2358,4.886915466253001,34698,2968,60765
eswikiquote,2012-12-10T00:00:00.000Z,8,1.0597497295791043,2,6.40008968294849,2,6.658191656606211,134,31,83
